"UID_ANONYM_COVID","coco2_cal_SEXE","coco2_cal_AGE1","coco2_cal_AGE2","coco2_cal_DIPL","coco2_cal_ZEAT","coco2_q04","coco2_q06_1","coco2_q06_2","coco2_q06_3","coco2_q06_4","coco2_q06_5","coco2_q06_6","coco2_q06_7","coco2_q06_8","coco2_q06_9","coco2_q06_10","coco2_q07_1","coco2_q07_2","coco2_q07_3","coco2_q09","coco2_q10","coco2_q16","coco2_q17","coco2_q18","coco2_q19","coco2_q20","coco2_q21","coco2_q25_a","coco2_q38_modifie","coco2_q47","coco2_q51","coco2_q52_1","coco2_q52_2","coco2_q52_3","coco2_q52_4","coco2_q53_1","coco2_q53_2","coco2_q53_3","coco2_q54_1","coco2_q54_2","coco2_q54_3","coco2_q54_4","coco2_q54_5","coco2_q54_6","coco2_q54_7","coco2_q54_8","coco2_q54_bis_1","coco2_q54_bis_2","coco2_q54_bis_3","coco2_q54_bis_4","coco2_q54_bis_5","coco2_q54_bis_6","coco2_q54_bis_7","coco2_q59_1","coco2_q59_2","coco2_q59_3","coco2_q59_4","coco2_q59_5","coco2_q59_6","coco2_q59_7","coco2_q59_8","coco2_q59_9","coco2_q64","coco2_q68","coco2_q79","coco2_q92","coco2_q93_1","coco2_q93_2","coco2_q93_3","coco2_q93_4","coco2_q93_5","coco2_q94","coco2_q95_1","coco2_q95_2","coco2_q95_3","coco2_q95_4","coco2_q95_5","coco2_q95_6","coco2_q96_1","coco2_q96_2","coco2_q96_3","coco2_q96_4","coco2_q96_5","coco2_q96_6","coco2_q96_7","coco2_q96_8","coco2_q96_9","coco2_q97","coco2_q98","coco2_q99_1","coco2_q99_2","coco2_q99_3","coco2_Bloc2_DO_exp1_gpe","coco2_exp1_gpe_a","coco2_exp1_gpe_b","coco2_q100","coco2_q101","coco2_q102","coco2_q103_1","coco2_q103_2","coco2_q103_3","coco2_q104_1","coco2_q104_2","coco2_q104_3","coco2_q105_1","coco2_q105_2","coco2_q105_3","coco2_q106_1","coco2_q106_2","coco2_q106_3","coco2_q107_1","coco2_q107_2","coco2_q107_3","coco2_q107_4","coco2_q107_5","coco2_q107_6","coco2_q107_7","coco2_q107_8","coco2_q108_1_1","coco2_q108_2_1","coco2_q108_3_1","coco2_q108_4_1","coco2_q108_5_1","coco2_q108_6_1","coco2_q108_7_1","coco2_q109_1","coco2_q109_2","coco2_q109_3","coco2_q109_4","coco2_q109_5","coco2_q109_6","coco2_q109_7","coco2_q109_8","coco2_q110_1","coco2_q110_2","coco2_q110_3","coco2_q111_1","coco2_q111_2","coco2_q111_3","coco2_q111_4","coco2_q111_5","coco2_q111_6","coco2_q112_1","coco2_q112_2","coco2_q112_3","coco2_SWB","ea17_SWB","ea18_SWB","ea19_SWB","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014","coco2_POIDS","coco2_PDSPLT","coco2_cal_NAT","coco2_POIDS_INIT","coco2_PDSPLT_INIT"
1283,2,3,3,4,6,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,4,3,2,3,2,4,2,4,2,1,5,5,5,5,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,6,1,1,2,7,4,3,6,7,3,5,1,1,1,1,1,2,75,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,6666,5,5,5,1,5,5,1,6666,6666,1,2,2,1,2,2,2,2,1,1,2,2,2,2,6666,6666,1,2,6666,6666,6666,5,5,5,5,5,5,5,5,5,5,1,6666,6666,6666,6666,6666,6666,1,5,5,0.64606548035611,0.964161319302305,0.74464495486796,0.76752528962362,2,8,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,1,2,5,6,6,2,2,3,4,66,1,11,6,6,5,4,2,6,6,1,6,66,1,5,4,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,77,99,3,3,3,3,3,3,1,3,2,6,6,6,6,6,6,6,6,6,2,8,3,1,3,2,1,1,6,4,2,2,3,2,2,1,2,2,2,1,2,2,6,2,5,51,5,4,4,2019,6,112,9,0,0.458665804712637,"NA",1,0.51250849,"NA"
1284,2,4,4,4,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,2,4,3,2,6,3,3,5,5,4,5,4,4,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,8,1,7,2,3,3,6,2,6,6666,1,1,2,2,2,70,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,3,2,2,2,2,6666,1,6,4,5,1,5,5,2,6666,6666,1,2,2,2,1,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.761782398028642,0.558530574907865,0.794561183419581,0.788261130323063,2,11,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,5,66,8,4,6,1,1,2,6,6,1,6,66,2,3,4,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,11,10,1,1,1,1,2,2,2,4,2,6,6,6,6,6,6,6,6,6,3,2,2,1,3,2,1,4,3,2,4,2,5,2,2,2,2,1,2,1,1,2,3,2,2,36,3,666,1,2019,1,111,10,8,0.489947981586268,"NA",1,0.667562475,"NA"
1285,1,4,4,3,8,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,4,5,2,5,2,4,2,3,4,5,1,1,5,2,1,1,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,1,7,2,7,2,4,4,8,4,2,1,2,1,2,2,2,6666,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,2,6666,5,5,5,3,3,5,3,2,6666,1,2,2,2,1,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.87647738130575,0.744030389320422,0.702970378745987,0.631077556679844,1,11,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,10,4,4,10,6,6,1,1,1,1,2,4,6,6,2,1,6,66,66,6,9,6,6,2,1,2,6,6,2,6,66,1,4,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,12,9,1,1,1,2,2,2,1,5,1,1,2,2,2,2,2,2,2,2,1,1,4,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,3,7,2,4,41,4,4,3,2019,8,111,8,6,1.91460866840146,"NA",1,2.400760679,"NA"
1286,2,5,5,3,7,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,4,3,3,3,2,2,4,4,5,5,4,5,2,6,6,6,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,7,1,8,1,9,7,4,3,5,6,3,5,2,2,1,2,2,2,6666,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,3,2,2,2,1,2,6666,5,5,1,5,5,5,6666,6666,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.569967117545566,0.603706334409337,0.645697668980354,0.523888618362591,2,11,1,1,6,2,6,4,1,1,2,5,7,3,6,6,1,6,8,3,2,7,2,6,2,1,1,5,6,5,6,6,6,6,6,66,4,66,11,2,6,2,1,2,6,6,1,6,66,1,2,4,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,10,6,2,2,1,1,1,2,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,2,1,1,2,1,2,2,1,1,1,1,2,2,1,2,1,1,1,2,5,2,1,36,3,6,3,2019,7,400,0,0,0.600528914686487,"NA",1,0.902798471,"NA"
1287,2,2,2,3,6,3,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,3,5,3,5,2,3,2,4,2,1,5,3,5,1,1,3,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,7,1,1,2,6,5,3,3,4,2,5,2,1,1,2,2,2,70,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,2,1,1,1,2,6666,2,5,5,5,3,2,5,3,2,6666,2,1,2,1,2,2,1,1,1,2,2,1,2,2,1,1,2,6666,6666,1,6666,6,6,6,6,6,6,5,6,1,4,1,2,1,2,4,4,3,1,2,4,0.742779473779619,0.599993873120883,0.698904918718311,0.465186016633241,2,6,3,3,2,2,6,4,1,1,2,3,1,6,6,6,6,6,9,3,5,11,6,6,1,1,1,5,2,5,6,6,1,2,4,5,6,66,11,4,6,5,3,2,6,6,2,6,66,1,6,2,2,2,1,2,2,2,2,2,2,2,2,1,3,3,3,1,1,3,3,1,3,11,4,2,1,3,3,3,3,2,4,1,2,1,2,2,2,2,2,2,1,3,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,4,1,2,5,3,5,56,5,3,5,2019,6,111,9,7,0.442540735389375,"NA",3,0.46899853,"NA"
1289,2,4,4,4,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,1,1,5,1,4,2,4,4,2,5,5,4,5,4,4,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,7,2,7,6,9,4,0,1,1,1,1,1,2,70,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,6666,2,0,0,10,4,1,5,4,1,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.0677712224718679,0.844422865797837,0.185467098041481,0.341874857285915,2,11,1,1,6,2,6,5,1,3,2,5,3,1,6,6,6,6,11,5,4,10,2,6,2,1,1,5,6,1,6,6,6,6,6,66,4,66,11,4,6,2,1,2,6,6,2,6,66,1,7,4,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,77,99,3,1,3,1,3,3,1,4,2,6,6,6,6,6,6,6,6,6,7,3,2,2,3,2,1,1,6,2,2,3,5,1,2,2,1,2,1,2,2,1,10,1,2,46,4,3,3,2019,1,112,10,0,0.136896293506746,"0,579288846521719",1,0.186523533,"0,566734478"
1291,2,2,2,1,3,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,4,2,4,2,3,2,4,1,1,5,3,3,1,4,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,7,1,1,2,1,2,2,4,0,2,5,1,1,1,2,2,2,66,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,6666,3,9,5,2,1,5,3,1,6666,2,2,1,2,2,1,2,1,2,2,2,2,2,2,6666,2,6666,6666,6666,6666,6666,4,6,4,5,6,2,5,4,4,4,4,6666,6666,6666,6666,6666,6666,1,2,4,0.745697945081318,0.75991610450176,0.697660727009621,0.665796626582923,2,7,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,5,1,1,5,6,6,1,1,1,5,1,5,6,6,1,1,6,66,4,66,4,3,6,4,3,1,2,3,2,6,66,1,6,3,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,12,7,1,1,1,2,2,2,1,4,2,6,6,6,6,6,6,6,6,6,1,3,3,2,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,2,2,3,5,2,2,48,4,3,4,2019,3,112,6,0,4.37063462637215,"NA",3,2.130704432,"NA"
1292,2,5,5,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,6666,4,5,5,4,4,3,2,4,3,5,5,4,4,2,6,6,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,8,2,1,5,3,2,3,1,1,1,2,2,2,75,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,6666,2,5,9999,5,4,5,5,5,6666,6666,2,1,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.562079084000118,0.532626699941795,0.707362533666768,0.684482198911109,2,12,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,1,10,4,2,7,6,2,1,2,6,5,1,9,6,2,1,1,6,66,4,66,6,4,6,2,1,1,3,1,1,6,66,1,6,5,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,11,7,1,1,1,1,1,2,1,4,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,2,2,2,3,1,1,3,2,2,1,1,2,1,2,1,3,7,3,2,46,4,1,3,2019,2,300,0,0,0.0432215261207662,"0,189615865017311",1,0.087078904,"0,60757192"
1293,2,2,2,3,6,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,5,1,4,1,4,2,1,4,2,5,3,5,3,6,6,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,8,1,5,4,8,4,3,4,7,3,1,2,1,1,2,2,2,66,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,2,4,2,2,2,2,6666,1,3,8,1,2,5,5,3,6666,6666,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,6666,1,6666,6666,6666,6666,6,6,3,6,3,4,4,6,1,5,5,3,2,2,2,3,2,2,1,5,0.915739161898241,0.335586267526614,0.905334136658881,0.95301577214166,2,7,1,1,6,2,6,2,1,2,2,4,1,6,6,6,6,6,10,4,5,11,6,6,1,1,1,5,2,5,6,6,1,2,1,5,3,66,10,4,6,4,3,1,2,3,2,6,66,1,7,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,11,6,1,1,1,2,2,2,2,3,1,2,2,2,1,2,2,2,2,2,2,2,4,2,3,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,3,3,1,2,41,4,3,4,2019,6,111,9,7,1.28727741283633,"NA",1,1.10340207,"NA"
1294,1,4,4,3,8,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,2,5,9999,3,1,2,4,5,4,5,5,4,5,4,5,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,3,2,2,1,2,4,6,2,9,1,2,1,2,2,2,6666,2,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,1,2,6666,1,7,7,7,5,5,5,6666,6666,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,9999,0.735493366940928,0.847768433157537,0.847768433157537,1,10,1,1,6,2,6,5,1,3,2,2,1,6,6,6,6,6,8,3,2,6,6,6,1,1,1,9,6,5,2,6,6,6,6,66,66,66,11,6,6,1,1,1,2,2,1,6,66,1,5,5,2,2,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,9,7,1,2,2,2,1,2,2,3,2,6,6,6,6,6,6,6,6,6,1,1,3,2,4,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,3,6,2,1,56,5,5,1,2019,8,112,9,1,0.290633238261149,"NA",1,0.364430007,"NA"
1295,1,4,4,4,6,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,6666,4,5,1,5,3,3,3,1,4,5,5,4,5,4,4,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,8,2,6,2,3,4,2,4,6,1,1,1,2,2,2,70,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,4,2,2,2,2,6666,1,7,10,6,5,5,5,6666,6666,6666,1,2,2,2,1,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.863327288392775,0.758360162177065,0.76189238188776,0.822859838949734,1,11,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,5,1,4,6,6,1,1,6,66,7,66,11,2,6,3,1,1,2,2,1,6,66,1,8,5,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,13,10,1,1,1,1,1,1,2,5,2,6,6,6,6,6,6,6,6,6,3,2,3,1,3,2,1,2,2,3,2,2,2,2,2,2,1,1,1,1,1,1,3,1,5,36,3,3,4,2019,6,112,9,0,0.398928110396074,"NA",1,0.488318959,"NA"
1297,2,5,5,2,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,5,2,5,2,3,1,4,2,5,5,2,4,1,5,5,6,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,2,2,3,1,4,2,4,5,1,2,2,2,2,1,6666,2,2,1,2,1,2,2,1,2,1,2,1,1,2,2,2,3,2,2,2,1,1,6666,5,5,3,2,5,5,3,6666,6666,2,1,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.840146349672006,0.691151147970543,0.684482198911109,0.79650278275271,2,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,6,2,1,1,2,2,2,2,6,6,6,5,6,6,6,6,6,66,6,66,11,1,6,2,1,1,3,1,1,6,66,1,4,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,5,1,1,2,2,2,2,2,3,1,2,2,2,2,2,2,2,1,2,1,2,3,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,5,3,3,56,5,6,3,2019,4,111,4,4,0.0337479123745344,"0,711418614170423",1,0.050696021,"1,242996215"
1298,1,2,2,4,5,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,2,5,2,4,1,2,4,5,5,4,4,5,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,4,9,8,9,9,7,3,6,4,6,1,9999,9999,9999,9999,9999,6666,9999,9999,9999,9999,9999,9999,2,1,2,2,2,1,1,1,2,2,1,1,1,1,1,2,6666,3,4,4,4,5,5,2,6666,6666,2,1,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.910669211752751,0.743531689857379,0.901750121736834,0.717501767591316,1,6,1,1,6,2,6,5,2,3,2,2,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,8,6,66,2,6,6,6,6,66,66,66,7,6,6,1,1,2,6,6,2,6,66,1,5,3,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,11,10,1,1,1,1,2,2,2,5,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,1,1,2,3,2,2,1,2,2,2,1,2,2,1,2,2,3,1,3,48,4,666,1,2019,5,112,8,1,0.580694655565698,"NA",1,0.323197405,"NA"
1299,2,3,3,4,7,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,4,2,4,1,4,4,2,3,5,5,2,5,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,9,4,7,1,7,4,5,5,7,3,0,3,2,1,2,2,2,6666,2,2,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,6666,5,5,3,3,5,5,1,6666,6666,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,5,6,5,6,5,1,5,5,6666,6666,6666,6666,6666,6666,6666,6666,6666,1,5,2,0.773992889069924,0.763404863459649,0.782732077174275,0.864315013659285,2,8,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,10,4,6,66,6,6,1,6,66,5,2,66,6,6,1,2,1,5,5,66,8,1,6,2,2,1,1,2,3,2,4,1,4,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,10,7,1,1,1,1,2,1,1,4,2,6,6,6,6,6,6,6,6,6,1,3,4,2,1,2,2,2,2,1,2,1,5,2,2,2,1,2,2,1,1,3,2,1,3,36,3,666,2,2019,7,111,6,4,0.252062314835706,"0,362236771510926",1,0.195348189,"0,294825446"
1300,2,4,4,3,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,5,5,2,4,2,3,1,1,4,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,7,3,7,4,3,3,3,2,9,1,2,2,2,2,1,6666,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,3,2,2,2,2,6666,1,8,6,8,4,1,5,4,1,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.838107536387003,0.704079575336034,0.800086797674758,0.74464495486796,2,10,1,1,6,2,6,1,2,3,2,2,1,6,6,6,6,6,8,3,6,66,6,6,1,6,66,1,2,66,6,6,1,1,6,66,66,5,5,6,6,1,1,2,6,6,3,1,5,2,3,5,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,10,9,1,1,1,1,2,2,1,4,2,6,6,6,6,6,6,6,6,6,1,3,3,2,2,2,1,1,3,5,5,3,3,2,2,1,1,2,1,1,2,1,5,2,2,41,4,666,1,2019,1,111,10,8,1.36998863650711,"NA",1,2.072652933,"NA"
1301,2,6,6,2,3,1,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,3,3,4,3,4,2,6,4,4,5,4,5,5,3,1,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,8,3,2,6,10,2,8,6666,2,1,2,2,2,6666,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,4,2,2,2,2,6666,1,7,6,7,5,5,5,6666,6666,6666,2,1,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.402065101915387,0.516987484780761,0.602800910068805,0.59445058860103,2,13,1,1,6,2,6,5,3,6,6,66,6,6,6,6,1,6,6,2,6,66,2,6,2,6,66,1,6,66,6,6,6,6,6,66,66,5,5,6,6,1,1,1,1,1,1,6,66,1,5,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,8,6,1,1,2,1,2,2,2,4,2,6,6,6,6,6,6,6,6,6,1,1,3,2,1,2,2,2,2,5,9,9,4,2,1,2,2,2,1,1,1,3,1,2,3,41,4,666,1,2019,3,111,9,7,1.08288181898309,"NA",1,1.701421846,"NA"
1302,1,3,3,4,3,2,1,2,2,1,2,2,2,2,2,2,2,2,1,3,6666,4,5,2,4,3,2,3,1,4,1,5,5,5,5,4,5,5,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,3,1,8,2,8,2,2,3,3,2,5,3,1,1,1,2,2,70,1,1,1,2,2,2,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,6666,1,3,4,3,2,5,5,2,6666,6666,1,2,2,2,1,2,2,1,1,2,2,2,2,2,6666,1,1,6666,6666,6666,6666,6,6,4,3,2,4,5,4,1,4,2,2,2,3,3,4,3,1,1,4,0.727590567581641,0.31339841598802,0.552384666386053,0.469254915554528,1,7,1,1,6,2,6,4,1,1,2,4,1,6,6,2,6,6,11,5,5,11,6,2,1,2,3,5,1,5,6,6,1,1,6,66,5,66,1,3,6,4,3,1,2,3,1,6,66,1,4,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,13,9,1,1,2,1,2,2,2,5,2,6,6,6,6,6,6,6,6,6,3,2,2,1,3,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,5,3,5,36,3,3,5,2019,5,111,9,7,0.0505321352880007,"0,270766697916334",1,0.039994361,"0,324482134"
1303,1,4,4,4,7,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,5,5,2,4,2,4,2,3,3,1,5,4,4,5,5,5,5,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,5,2,8,1,7,3,2,4,8,2,6,1,2,2,2,2,1,6666,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,4,2,2,2,1,1,6666,5,5,5,4,1,5,1,2,6666,2,1,2,2,1,2,2,2,1,1,2,2,2,2,6666,6666,1,1,6666,6666,6666,3,6,3,4,6,3,3,2,1,5,1,2,2,2,2,4,4,1,1,5,0.860600204097993,0.773343231330295,0.733503627344981,0.836627105634558,1,11,1,1,6,2,6,3,1,3,2,7,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,5,1,2,6,6,1,1,6,66,5,66,8,2,6,4,3,2,6,6,5,6,66,1,4,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,12,8,1,1,1,1,1,2,2,4,2,6,6,6,6,6,6,6,6,6,1,3,4,1,2,2,1,4,4,3,2,4,1,1,2,2,1,2,1,1,1,1,2,2,2,32,3,3,4,2019,7,111,9,7,0.5736624122605,"NA",1,0.487037172,"NA"
