"UID_ANONYM_COVID","coco3_cal_AGE1","coco3_cal_AGE2","coco3_cal_DIPL","coco3_cal_SEXE","coco3_cal_ZEAT","coco3_q04","coco3_q06_1","coco3_q06_10","coco3_q06_2","coco3_q06_3","coco3_q06_4","coco3_q06_5","coco3_q06_6","coco3_q06_7","coco3_q06_8","coco3_q06_9","coco3_q07_1","coco3_q07_2","coco3_q07_3","coco3_q09","coco3_q10","coco3_q16","coco3_q17","coco3_q18","coco3_q19","coco3_q20","coco3_q21","coco3_q25_a","coco3_q37","coco3_q38_modifie_bis","coco3_q41_1","coco3_q41_2","coco3_q41_3","coco3_q41_4","coco3_q41_5","coco3_q41_6","coco3_q46_modifie_1","coco3_q46_modifie_2","coco3_q46_modifie_3","coco3_q46_modifie_4","coco3_q47","coco3_q51","coco3_q52_1","coco3_q52_2","coco3_q52_3","coco3_q52_4","coco3_q53_1","coco3_q53_2","coco3_q53_3","coco3_q54_1","coco3_q54_2","coco3_q54_3","coco3_q54_4","coco3_q54_5","coco3_q54_6","coco3_q54_7","coco3_q54_8","coco3_q54_bis_1","coco3_q54_bis_2","coco3_q54_bis_3","coco3_q54_bis_4","coco3_q54_bis_5","coco3_q54_bis_6","coco3_q54_bis_7","coco3_q59_1","coco3_q59_2","coco3_q59_3","coco3_q59_4","coco3_q59_5","coco3_q59_6","coco3_q59_7","coco3_q59_8","coco3_q59_9","coco3_q60_3","coco3_q60_5","coco3_q60_6","coco3_q64","coco3_q68","coco3_q79","coco3_q113","coco3_q114","coco3_q115","coco3_q116_1","coco3_q116_2","coco3_q116_3","coco3_q116_4","coco3_q116_5","coco3_q116_6","coco3_q117","coco3_q118_1","coco3_q118_2","coco3_q118_3","coco3_q118_4","coco3_q118_5","coco3_q118_6","coco3_q119","coco3_q120_1","coco3_q120_2","coco3_q120_3","coco3_q120_4","coco3_q120_5","coco3_q120_6","coco3_q120_7","coco3_q120_8","coco3_q121_1","coco3_q121_10","coco3_q121_2","coco3_q121_3","coco3_q121_4","coco3_q121_5","coco3_q121_6","coco3_q121_7","coco3_q121_8","coco3_q121_9","coco3_q122_1","coco3_q122_2","coco3_q122_3","coco3_q122_4","coco3_q122_5","coco3_q122_6","coco3_q122_7","coco3_q122_8","coco3_q122_9","coco3_q122_10","coco3_q122_11","coco3_q123","coco3_q124","coco3_q125_1","coco3_q125_2","coco3_q125_3","coco3_q125_4","coco3_q125_5","coco3_q126_1","coco3_q126_2","coco3_q126_3","coco3_q126_4","coco3_q126_5","coco3_q126_6","coco3_q127_1","coco3_q127_2","coco3_q127_3","coco3_q127_4","coco3_q127_5","coco3_q127_6","coco3_q128","coco3_q129","coco3_q130","coco3_q131","coco3_q132_1","coco3_q132_2","coco3_q132_3","coco3_q132_4","coco3_q132_5","coco3_q132_6","coco3_q132_7","coco3_q133","coco3_q134","coco3_q135_1","coco3_q135_2","coco3_q135_3","coco3_q136_1","coco3_q136_2","coco3_q136_3","coco3_q137_1","coco3_q137_2","coco3_q137_3","coco3_q138_1","coco3_q138_2","coco3_q138_3","coco3_q139_1","coco3_q139_2","coco3_q139_3","coco3_q140_1","coco3_q140_2","coco3_q140_3","coco3_SWB","ea17_SWB","ea18_SWB","ea19_SWB","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014","coco3_POIDS","coco3_PDSPLT","coco3_cal_NAT","coco3_POIDS_INIT","coco3_PDSPLT_INIT"
1365,5,5,3,2,8,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,2,5,2,3,1,5,4,6666,6666,6666,6666,6666,6666,1,2,2,2,4,5,5,1,5,5,5,6,6,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,3,1,2,2,2,1,3,3,4,2,0,3,7,1,2,2,6666,6666,6666,6666,6666,6666,1,2,1,2,2,1,2,2,6666,6666,6666,6666,6666,6666,6666,6666,4,3,1,4,4,3,4,4,2,4,6666,2,6666,6666,2,6666,6666,1,6666,2,2,2,1,4,3,2,2,3,2,2,2,2,2,1,2,2,2,2,2,1,6,6,6666,5,1,1,2,2,1,2,2,8,6666,2,6666,2,2,6666,3,2,6666,2,4,6666,4,2,6666,2,4,6666,4,0.893508469307187,0.758208867715016,0.674693732134948,0.617417583475703,2,12,1,1,6,2,6,1,3,6,6,66,6,6,6,6,1,6,10,4,6,66,2,6,2,6,66,5,6,66,6,6,6,6,6,66,4,66,11,4,6,1,1,2,6,6,3,2,4,2,4,1,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,12,10,1,1,2,2,2,2,2,5,2,6,6,6,6,6,6,6,6,6,1,3,3,1,3,1,2,2,3,4,2,1,4,2,1,2,2,2,1,4,1,2,3,2,4,36,3,666,1,2019,8,111,9,7,0.289489984071024,"NA",1,0.551617332,"NA"
1366,3,3,2,2,2,3,2,2,1,1,2,1,2,2,2,2,1,2,2,3,6666,3,3,3,4,3,3,3,1,4,6666,6666,6666,6666,6666,6666,1,2,2,2,2,5,5,4,5,4,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,1,1,3,7,2,6,5,3,4,4,5,3,2,2,2,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,1,3,4,4,4,4,4,4,3,1,2,6666,6666,6666,6666,6666,6666,2,2,2,1,3,1,3,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,1,3,4,3,1,1,1,2,2,2,2,2,8,6666,1,6666,4,1,6666,4,1,6666,4,1,6666,4,1,6666,4,1,6666,4,0.558391725746859,0.689100865950368,0.431164354354602,0.563917340002036,2,8,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,7,2,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,2,66,1,4,6,1,1,2,6,6,3,1,5,1,4,5,5,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,7,5,1,1,1,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,3,2,3,2,1,2,2,2,3,3,2,1,2,2,2,2,1,2,1,2,1,3,5,3,3,61,6,666,1,2019,2,221,1,2,0.626843287648389,"NA",1,0.520885747,"NA"
1367,2,2,2,1,8,3,2,2,2,1,2,2,2,2,2,2,1,2,2,3,6666,3,2,3,3,4,3,4,5,6666,6666,6666,6666,6666,6666,6666,2,2,2,1,2,3,5,4,5,3,3,4,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,4,1,1,1,7,2,4,3,3,4,4,6,4,1,4,4,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,1,3,4,3,3,4,4,2,3,4,1,6666,2,2,6666,6666,1,2,6666,1,2,2,2,3,1,1,2,3,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,2,2,1,1,2,2,2,4,6666,3,1,4,2,3,4,2,2,4,4,4,4,3,2,4,2,2,4,0.417181125150967,0.440850320217878,0.204850077994107,0.304592436084723,1,7,1,1,6,2,6,4,1,1,2,4,3,1,6,6,6,6,6,2,5,11,2,6,2,1,1,4,6,6,6,6,6,6,6,66,66,2,2,6,6,3,2,2,6,6,2,6,66,2,3,3,3,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,6,2,1,1,2,1,3,2,2,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,3,8,2,2,47,4,5,4,2019,8,111,9,7,3.28889733700854,"NA",3,1.750325818,"NA"
1368,5,5,2,1,1,4,1,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,1,4,2,5,2,4,0,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,2,1,5,5,5,5,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,6,1,1,3,7,2,5,9,3,4,2,6,3,0,6,4,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,3,4,3,3,4,4,4,3,2,6666,6666,2,2,6666,6666,6666,2,2,2,1,2,1,2,1,2,3,3,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,2,1,2,2,2,2,2,6,2,1,4,4,1,3,4,4,1,4,2,3,4,3,2,4,1,4,4,0.12926457196779,0.527430341796924,0.613833568553656,0.478148582212942,1,13,1,1,6,2,6,4,1,1,2,6,1,6,6,6,6,6,7,2,3,8,6,6,1,1,1,1,1,1,6,6,1,1,6,66,66,5,9,6,6,4,2,2,6,6,2,6,66,1,4,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,12,7,2,2,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,4,1,3,2,4,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,2,6,3,3,47,4,5,5,2019,1,112,10,4,1.36542358902548,"NA",1,1.674601269,"NA"
1369,4,4,3,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,5,3,4,3,3,3,6,3,6666,6666,6666,6666,6666,6666,2,2,1,2,3,1,5,4,5,4,6,6,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,3,1,6,3,7,3,2,4,3,4,3,6,2,4,3,3,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,3,4,4,3,3,1,4,4,4,6666,6666,6666,1,1,1,6666,6666,6666,1,2,2,1,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,4,8,2,1,2,2,2,2,1,2,6,3,2,3,4,1,4,4,3,3,4,3,3,4,2,3,4,3,3,3,0.682453939458966,0.562673971223649,0.523888618362591,0.673996324510508,1,9,1,1,6,2,6,4,1,2,2,7,1,6,6,6,6,6,10,4,5,11,6,6,1,1,1,4,2,5,6,6,1,1,6,66,66,3,11,6,6,4,3,2,6,6,1,6,66,1,8,4,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,12,7,2,1,1,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,8,2,2,46,4,5,4,2019,2,111,7,5,0.728436846241968,"NA",1,0.782126046,"NA"
1370,3,3,4,2,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,2,5,2,4,2,6,2,2,2,2,2,1,2,1,2,1,2,3,4,5,3,4,5,6,4,6,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,3,2,2,2,2,7,2,2,3,1,4,3,1,3,4,2,1,2,6666,6666,6666,6666,6666,6666,1,2,1,1,2,1,2,2,6666,6666,6666,6666,6666,6666,6666,6666,3,1,4,2,2,2,3,1,1,1,2,6666,2,2,1,2,1,1,1,1,2,3,1,1,1,1,1,3,2,2,2,2,1,2,2,1,2,2,2,2,1,3,7,3,1,2,1,2,1,2,2,5,6666,2,3,3,2,2,3,3,3,3,4,4,4,3,4,4,3,2,2,0.914928649835346,0.91730463563374,0.872772628607743,0.819565378869787,2,9,1,1,6,2,6,4,1,1,2,7,1,6,6,2,6,6,11,5,5,11,6,2,1,2,3,1,2,5,6,6,1,2,1,1,66,6,9,6,6,5,2,2,6,6,2,6,66,1,7,3,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,11,3,1,1,1,1,2,1,2,3,2,6,6,6,6,6,6,6,6,6,2,3,4,1,1,1,1,4,5,2,1,3,1,1,2,1,2,2,2,2,2,2,4,1,3,32,3,4,4,2019,5,300,0,1,0.0335244125806501,"0,47263347537205",1,0.035905221,"0,450424066"
1375,4,4,2,1,6,3,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,4,2,3,3,3,1,6,6666,6666,6666,6666,6666,6666,6666,2,2,1,2,2,5,5,3,5,2,5,4,5,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,7,2,6,7,4,3,4,6,3,6,1,9999,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,1,4,2,4,4,4,2,2,1,6666,6666,2,6666,6666,6666,2,2,2,2,1,2,1,2,2,2,3,4,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,9999,6666,5,2,1,2,2,2,2,2,0,6666,4,1,4,1,4,4,4,1,4,4,1,4,3,2,4,1,4,4,0.678259177031492,0.322266386096173,0.476111381637409,0.484568996585866,1,11,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,7,2,2,6,6,6,1,7,77,2,1,66,6,6,1,1,6,66,66,4,1,6,6,2,1,2,6,6,3,2,4,1,3,5,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,2,2,9,5,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,4,1,2,2,4,2,1,1,1,1,1,1,4,2,1,2,2,2,1,2,1,4,4,4,1,61,6,666,3,2019,6,111,6,4,1.63780059386874,"NA",1,1.639989926,"NA"
1376,4,4,3,1,1,5,2,2,1,1,1,2,1,1,1,1,1,2,2,2,3,1,1,5,1,5,1,6,5,4,6666,6666,6666,6666,6666,6666,2,2,2,1,1,5,5,5,5,3,6,6,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,9,3,1,9,4,3,2,10,4,10,6,4,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,1,1,1,2,1,2,2,2,2,4,1,2,3,4,4,4,3,1,2,6666,2,2,6666,6666,6666,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,6,6,6666,5,1,2,1,1,2,1,2,8,6666,1,6666,4,1,6666,4,1,6666,4,1,6666,4,1,6666,4,1,6666,4,0,0.169751583571611,0.340426395296694,0,1,10,1,1,6,2,6,1,3,6,6,66,3,2,6,6,6,6,10,4,6,66,2,6,2,6,66,5,6,66,6,6,6,6,6,66,5,66,8,4,6,1,1,1,1,2,3,2,4,2,2,4,1,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,6,5,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,5,2,2,3,6,1,1,1,5,1,1,2,2,2,1,4,2,4,5,5,5,36,3,666,1,2019,1,111,10,8,1.21390307827363,"NA",1,1.279667887,"NA"
1377,3,3,3,1,6,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,5,5,1,5,2,3,2,6,1,1,1,2,2,2,2,2,1,2,2,3,2,3,5,5,3,5,5,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,4,2,9,7,9,4,6,3,3,4,4,5,3,7,1,2,2,6666,6666,6666,6666,6666,6666,1,2,2,2,2,1,2,1,2,2,1,1,2,2,1,2,3,3,4,2,2,3,4,3,3,2,2,6666,1,1,2,6666,2,1,2,2,2,2,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,3,6,4,2,2,2,2,2,2,1,2,6666,2,3,4,2,2,4,3,2,4,4,4,4,4,4,4,2,2,4,0.927314169067014,0.708750810644232,0.676240546481461,0.638153424175147,1,8,1,1,6,2,6,4,1,1,2,6,1,6,6,6,6,6,9,3,4,10,6,6,1,1,1,2,1,3,6,6,1,1,6,66,66,4,10,6,6,4,3,1,2,3,2,6,66,1,6,4,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,11,6,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,7,2,2,51,5,5,4,2019,6,300,0,0,0.766434734327887,"NA",1,0.739430598,"NA"
1378,6,7,1,1,8,2,1,2,2,2,2,2,2,2,2,2,1,2,2,3,6666,2,3,4,3,3,3,4,0,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,4,5,5,4,4,1,2,6,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,1,2,7,3,2,7,2,4,3,7,2,4,3,3,1,1,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,1,1,4,4,1,1,4,1,4,6666,1,6666,6666,1,1,6666,1,6666,1,2,4,4,4,3,4,4,4,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,2,2,1,2,2,2,2,8,6666,3,6666,2,2,6666,4,4,6666,1,4,6666,1,3,6666,2,3,6666,3,0.444342882453114,0.612243570080775,0.712083446816822,0.444342882453114,1,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,6,6,2,1,5,2,1,2,1,6,5,6,7,6,6,6,6,6,66,5,66,7,3,6,1,1,1,3,1,1,6,66,2,4,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,13,10,1,1,2,1,1,1,1,5,2,6,6,6,6,6,6,6,6,6,3,1,3,2,2,2,2,2,3,5,3,3,2,2,2,2,1,2,1,2,1,1,2,2,5,36,3,2,1,2019,1,111,10,8,8.73904579150298,"NA",1,3.45062085,"NA"
1379,5,5,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,1,1,3,6666,4,5,2,4,4,3,6,2,4,6666,6666,6666,6666,6666,6666,1,2,2,2,4,5,5,5,5,1,6,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,3,1,1,2,3,4,10,2,5,6,3,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,4,4,4,3,4,4,3,3,4,6666,6666,6666,2,6666,6666,2,1,6666,6666,2,4,1,4,4,2,3,4,2,2,2,2,2,1,2,2,2,2,2,1,6,6,8,4,2,2,2,2,2,2,1,8,6666,1,6666,4,3,6666,3,1,6666,4,1,6666,4,1,6666,4,1,6666,4,0.710734024963616,0.77272646021426,0.832648305725895,0.832648305725895,2,12,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,7,2,6,66,6,6,1,6,66,3,2,66,6,6,1,1,6,66,66,5,5,6,6,1,1,1,2,1,1,6,66,2,4,5,5,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,9,8,2,1,2,1,1,2,2,3,1,2,2,2,2,2,2,2,2,1,1,2,3,2,1,2,2,2,2,2,3,1,4,2,2,1,2,2,1,2,1,3,8,2,3,51,5,666,1,2019,2,111,8,6,0.0723118793653065,"0,135443137021806",1,0.142971688,"0,433176277"
1380,1,1,3,2,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,3,3,3,5,2,3,5,4,6666,6666,6666,6666,6666,6666,2,1,2,2,3,5,3,3,5,4,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,7,2,4,3,1,4,4,7,3,6,2,3,2,6666,6666,6666,6666,6666,6666,1,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,4,3,4,4,4,4,4,4,4,4,6666,6666,6666,6666,6666,6666,6666,6666,6666,1,2,1,1,4,4,1,2,3,2,2,2,2,1,2,2,2,2,2,2,1,6,6,6666,5,2,2,1,2,1,2,2,8,6666,2,6666,3,3,6666,3,3,6666,3,4,6666,4,3,6666,3,4,6666,4,0.426294193221803,0.499292496169326,0.35857412466402,0.573804846914212,2,4,1,1,6,2,6,1,3,6,6,66,4,1,6,6,6,6,11,5,6,66,2,6,2,6,66,66,6,66,6,6,6,6,6,66,66,66,66,6,6,3,1,2,6,6,3,2,4,2,4,1,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,9,3,2,1,1,3,3,3,2,4,2,6,6,6,6,6,6,6,6,6,1,2,3,1,3,1,2,4,3,5,4,4,4,2,2,1,2,2,2,1,1,2,2,2,4,666,666,666,5,2019,1,111,10,8,4.80911694336082,"NA",1,1.133356581,"NA"
1381,4,4,3,2,1,3,1,2,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,5,2,4,2,3,2,4,3,6666,6666,6666,6666,6666,6666,1,2,2,2,2,4,5,5,5,2,2,5,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,6,1,7,2,1,4,1,3,4,3,3,5,2,4,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,4,1,3,4,3,3,4,2,4,6666,1,2,6666,2,2,6666,1,6666,6666,2,3,1,3,3,3,3,3,2,2,2,2,2,1,2,1,2,2,2,2,1,5,8,3,2,2,2,2,2,2,1,6,3,2,4,3,3,3,3,1,4,4,3,4,4,3,2,3,3,3,3,0.754346761525108,0.82602198374207,0.800086797674758,0.800086797674758,2,10,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,10,4,5,11,6,6,1,1,1,8,6,8,2,2,6,6,6,66,66,66,6,6,6,4,1,1,2,3,1,6,66,2,4,4,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,13,10,1,1,1,1,1,1,1,5,2,6,6,6,6,6,6,6,6,6,1,2,3,1,2,2,2,1,3,1,2,2,3,2,2,2,1,1,1,2,1,2,8,2,5,54,5,2,4,2019,1,111,10,8,1.46056327225535,"NA",1,1.943878075,"NA"
1385,6,6,4,1,7,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,2,5,3,3,1,0,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,3,5,4,5,5,3,1,2,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,1,8,1,1,5,1,4,4,7,3,9,3,1,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,1,2,2,2,1,2,2,1,2,4,4,4,4,3,4,4,2,2,4,6666,6666,6666,2,6666,6666,1,2,6666,6666,2,2,1,3,4,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,2,2,2,2,2,1,2,0,6666,3,1,4,2,2,4,4,1,4,4,1,4,2,2,4,2,2,4,0.855421347000872,0.841740795478839,0.794561183419581,0.847768433157537,1,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,11,5,4,10,2,2,2,2,6,5,6,5,6,6,6,6,6,66,6,66,5,1,6,2,1,2,6,6,1,6,66,2,4,4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,10,6,1,1,1,1,2,1,1,4,2,6,6,6,6,6,6,6,6,6,1,2,3,1,1,2,2,2,2,3,1,2,1,2,2,2,1,1,1,2,1,1,10,2,4,46,4,5,3,2019,7,111,8,6,0.898449072997093,"NA",1,1.196200815,"NA"
1386,5,5,3,2,4,2,2,2,2,1,2,2,2,1,2,2,1,2,2,3,6666,5,5,2,4,2,2,6,6,4,6666,6666,6666,6666,6666,6666,1,2,2,2,4,5,5,1,5,1,5,5,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,8,2,5,7,4,4,4,5,4,5,1,3,2,6666,6666,6666,6666,6666,6666,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,4,3,4,3,4,4,1,4,1,4,6666,6666,2,6666,6666,1,6666,2,6666,1,2,3,1,1,1,1,3,3,2,2,2,1,2,2,2,1,2,2,2,2,6,4,5,4,2,2,2,2,2,1,2,8,6666,1,6666,4,1,6666,4,1,6666,4,4,6666,4,1,6666,4,1,6666,4,0.811228125197736,0.366222430052217,0.352274071567503,0.375938474066615,2,12,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,10,4,6,66,6,6,1,6,66,1,2,66,6,6,1,1,6,66,66,6,11,6,6,1,1,1,3,1,2,6,66,1,4,4,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,8,7,1,1,2,1,2,2,1,3,2,6,6,6,6,6,6,6,6,6,3,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,3,3,2,1,41,4,666,1,2019,4,112,6,0,0.240742281173054,"NA",1,0.548909241,"NA"
1389,3,3,4,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,6666,3,3,3,4,3,4,6,6,1,2,2,2,2,2,1,1,2,2,2,4,5,5,4,5,5,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,1,8,2,7,5,1,3,3,3,3,2,4,7,5,1,2,6666,6666,6666,6666,6666,6666,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2,4,2,3,3,3,4,4,3,2,2,6666,2,2,2,6666,6666,2,2,2,2,1,1,2,3,3,2,2,3,2,2,2,2,2,1,2,2,1,2,1,2,2,5,7,2,1,1,2,2,1,2,2,8,6666,1,6666,4,1,6666,4,1,6666,4,1,6666,4,2,6666,3,1,6666,4,0.59299043437353,0.667637652217,0.74464495486796,9999,2,7,1,1,6,2,6,5,2,3,1,1,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,5,2,66,6,6,1,2,1,1,4,66,11,3,6,1,1,2,6,6,2,6,66,1,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,10,9,1,1,1,1,1,2,2,4,2,6,6,6,6,6,6,6,6,6,2,3,3,1,2,1,2,4,2,2,3,2,4,1,2,2,1,2,1,3,2,3,3,2,2,47,4,666,1,2018,2,111,9,7,0.150193015316617,"0,179644998901276",1,0.148999788,"0,314773405"
