"UID_ANONYM_COVID","coco4_cal_AGE1","coco4_cal_AGE2","coco4_cal_DIPL","coco4_cal_SEXE","coco4_cal_ZEAT","coco4_q04","coco4_q05_c","coco4_q06_1","coco4_q06_2","coco4_q06_3","coco4_q06_4","coco4_q06_5","coco4_q06_6","coco4_q06_7","coco4_q06_8","coco4_q06_9","coco4_q06_10","coco4_q07_1","coco4_q07_2","coco4_q07_3","coco4_q09","coco4_q10","coco4_q16","coco4_q17","coco4_q18","coco4_q19","coco4_q20","coco4_q21","coco4_q25_a","coco4_q38_modifie","coco4_q62_modifie","coco4_q63_modifie","coco4_q64_modifie","coco4_q68","coco4_q79","coco4_q125_modifie_1","coco4_q125_modifie_2","coco4_q125_modifie_3","coco4_q125_modifie_4","coco4_q125_modifie_5","coco4_q141","coco4_q142_1","coco4_q142_2","coco4_q142_3","coco4_q142_4","coco4_q143_1","coco4_q143_2","coco4_q143_3","coco4_q143_4","coco4_q143_5","coco4_q143_6","coco4_q143_7","coco4_q143_8","coco4_q143_9","coco4_q144","coco4_q145","coco4_experience_1_DO","coco4_q146","coco4_q147","coco4_q148","coco4_q149","coco4_q150_1","coco4_q150_2","coco4_q150_3","coco4_q150_4","coco4_q150_5","coco4_q150_6","coco4_q150_7","coco4_q151_1_c","coco4_q151_2_c","coco4_q151_3_c","coco4_q151_4_c","coco4_q151_5_c","coco4_q151_6_c","coco4_q152","coco4_q153_1","coco4_q153_2","coco4_q153_3","coco4_q153_4","coco4_q153_5","coco4_q153_6","coco4_q154_1","coco4_q154_2","coco4_q154_3","coco4_q154_4","coco4_q154_5","coco4_q155_1","coco4_q155_2","coco4_q155_3","coco4_q155_4","coco4_q155_5","coco4_q155_6","coco4_q155_7","coco4_q155_8","coco4_q155_9","coco4_q155_10","coco4_SWB","ea17_SWB","ea18_SWB","ea19_SWB","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014","POIDS_coco4","PDSPLT_coco4","coco4_cal_NAT","POIDS_INIT_coco4","PDSPLT_INIT_coco4"
1347,3,3,3,2,8,1,3,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,5,2,4,2,4,2,1,3,3,5,3,5,1,1,1,3,4,1,1,1,1,2,2,1,2,3,3,3,4,2,3,1,2,2,6666,1,6666,2,2,5,4,4,4,4,4,1200,1000,1250,1250,1500,1250,2,3,3,3,3,3,3,9999,2,3,4,4,4,1,6,1,5,6,6,1,5,2,0.802123998250291,0.674107075824819,0.733503627344981,9999,2,7,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,10,4,4,10,6,6,1,1,1,1,2,1,6,6,1,2,1,5,66,6,10,6,6,5,4,2,6,6,1,6,66,1,7,3,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,12,6,1,1,2,2,2,1,2,4,2,6,6,6,6,6,6,6,6,6,2,2,4,2,1,2,2,1,4,3,2,3,1,1,2,2,1,1,1,2,1,2,3,2,3,41,4,4,4,2018,8,111,9,7,0.0668839660930196,"0,785083565103928",1,0.076418022,"0,491557736"
1348,4,4,2,2,5,2,7777,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,4,2,5,2,3,1,1,2,2,6,2,5,2,2,2,3,2,2,1,2,2,2,3,2,3,3,3,2,3,3,3,1,1,1,1,6666,6666,3,4,5,4,5,3,3,3,1200,800,1100,1200,1300,1100,3,3,3,3,3,3,3,2,4,3,2,2,4,5,4,5,2,4,6,4,4,4,0.792326590350739,0.79780405683197,0.220851937747772,0.399344959544855,2,11,1,1,6,2,6,2,1,2,2,4,1,6,6,6,6,6,6,2,2,6,6,6,1,1,1,5,2,5,6,6,1,2,3,4,2,66,11,2,6,2,1,1,2,1,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,10,6,1,1,1,1,2,2,2,3,1,2,1,2,2,2,2,2,2,2,5,1,2,2,1,2,2,1,4,2,1,1,3,2,1,2,2,2,2,1,2,3,5,2,3,61,6,6,3,2019,5,112,7,0,0.830565577903765,"NA",1,0.900347475,"NA"
1349,4,4,2,1,5,4,4,2,2,1,2,1,2,2,2,1,2,1,2,2,3,6666,2,2,5,3,3,3,2,4,4,2,8,4,0,3,3,3,4,4,2,1,2,2,2,2,2,1,1,4,2,2,4,4,1,2,2,6666,1,6666,3,2,5,4,3,4,4,4,1200,1300,1200,1500,2000,1200,1,3,3,3,3,3,3,9999,4,2,4,4,2,1,2,5,6,5,5,3,1,1,0.315559755590953,0.648112834527045,0.46372586240574,0.566849340695317,1,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,6,2,3,8,2,2,2,2,6,5,6,6,6,6,6,6,6,66,2,66,4,4,6,2,1,1,3,1,3,1,5,1,3,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,9,5,1,2,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,2,2,2,3,1,1,1,1,2,1,2,2,2,1,1,2,2,3,3,2,61,6,5,3,2019,5,112,8,1,1.19291051048379,"NA",1,0.98495412,"NA"
1350,5,5,2,2,2,2,6,1,1,1,2,2,2,2,2,1,2,1,2,2,3,6666,4,4,2,4,2,3,2,4,2,2,7,2,3,2,2,3,4,4,1,1,1,2,2,2,2,2,3,1,1,1,2,3,1,1,2,6666,2,6666,2,2,5,3,3,1,1,1,1200,1000,1300,1400,1200,1100,3,3,3,2,3,3,3,4,4,4,5,5,4,4,5,4,5,5,5,4,5,4,0.74464495486796,0.562673971223649,0.659573604703306,0.697660727009621,2,12,1,1,6,2,6,7,2,4,2,3,1,6,6,6,6,6,6,2,6,66,6,6,1,6,66,1,2,66,6,6,1,1,6,66,66,4,9,6,6,1,1,1,2,1,1,6,66,1,5,5,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,6,5,1,1,1,1,1,2,2,3,2,6,6,6,6,6,6,6,6,6,3,2,3,1,3,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,5,2,3,51,5,666,1,2019,2,112,10,2,0.261469260001542,"NA",1,0.434410732,"NA"
1351,3,3,3,1,4,2,6,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,4,2,4,3,3,3,1,2,3,2,2,4,4,3,3,3,4,1,1,2,2,2,2,2,3,3,2,2,2,3,3,2,2,1,1,6666,6666,2,2,4,3,4,4,3,3,1200,1500,1300,1300,1500,1400,5,3,3,2,2,3,2,4,2,4,5,4,4,2,5,3,5,5,5,2,5,3,0.673996324510508,0.778470862210858,0.800086797674758,0.698904918718311,1,8,1,1,6,2,6,6,2,3,2,2,1,6,6,6,6,6,10,4,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,3,66,1,4,6,2,2,2,6,6,2,6,66,1,5,4,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,10,7,1,1,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,4,2,3,2,1,2,2,1,1,2,1,1,2,2,1,2,2,2,1,2,2,3,6,3,4,47,4,666,2,2019,4,120,0,0,0.119577856170355,"0,350742209109741",1,0.111773011,"0,340063554"
1354,5,5,3,1,4,2,9,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,1,5,2,4,1,4,2,3,0,4,0,3,3,2,3,3,2,1,1,2,2,1,1,1,1,3,3,4,4,1,2,2,3,6666,6666,1,4,1,5,5,1,5,5,5,1200,1200,1200,1200,1200,1200,4,3,3,3,3,3,3,1,5,5,5,5,6,2,6,1,6,5,6,1,1,1,0.948734349595173,0.902879279611663,0.894097207893499,0.916172841544036,1,13,1,3,6,2,6,4,1,1,2,7,6,6,6,6,1,1,8,3,3,8,2,2,2,2,6,5,6,5,6,6,6,6,6,66,4,66,8,4,6,2,1,1,1,1,1,6,66,1,6,5,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,11,7,1,2,2,1,2,2,1,3,1,2,2,2,2,2,2,2,2,1,1,3,4,2,1,1,2,1,1,2,1,3,1,1,2,2,2,1,1,3,1,1,0,2,2,47,4,3,3,2019,4,112,7,0,0.51791841789105,"NA",1,0.967976923,"NA"
1357,5,5,3,1,6,2,7,2,1,2,2,2,1,2,2,2,2,1,2,2,3,6666,4,4,2,5,2,3,6,4,2,3,7,2,7,3,3,2,3,4,1,2,2,2,1,2,2,3,3,2,3,2,3,3,1,2,1,1,6666,6666,2,2,5,3,3,3,3,4,1300,1400,1500,1500,1900,1400,3,2,2,2,2,3,2,5,2,2,4,4,5,3,5,3,5,2,5,3,5,3,0.792326590350739,0.526705320185703,0.647855230832295,0.577293260593856,1,12,1,1,6,2,6,5,3,6,6,66,6,6,6,6,1,6,10,4,6,66,2,6,2,6,66,5,6,66,6,6,6,6,6,66,5,66,7,3,6,1,1,2,6,6,1,6,66,1,5,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,10,9,1,1,1,1,2,2,1,4,1,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,3,3,2,1,1,1,1,2,2,2,1,2,1,2,6,3,1,36,3,666,1,2019,6,111,9,7,0.424850438909505,"NA",1,0.733504451,"NA"
1359,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,5,2,5,3,3,2,4,3,3,2,2,1,4,3,3,3,3,2,2,1,2,2,2,2,2,2,3,3,2,3,2,2,2,2,6666,1,6666,2,2,4,4,2,3,3,4,1300,1280,1250,1480,1600,1300,3,2,3,2,2,3,2,2,2,5,3,3,4,3,5,4,5,5,5,4,5,3,0.809681310851222,0.287122143261124,0.368910751081876,0.64019062475068,2,10,1,1,6,2,6,1,3,6,6,66,3,2,6,6,6,6,10,4,6,66,2,6,2,6,66,5,6,66,6,6,6,6,6,66,6,66,11,1,6,1,1,1,3,1,1,6,66,1,5,4,5,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,4,2,1,1,1,1,1,2,2,3,1,1,2,2,2,2,2,2,2,2,1,2,3,1,2,1,2,1,3,5,2,3,3,2,2,2,1,2,2,1,1,3,2,1,1,61,6,666,1,2019,2,111,8,7,0.102016934579647,"0,180833055682604",1,0.141037407,"0,355631442"
1362,4,4,2,2,3,3,4,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,4,4,2,4,3,3,1,4,3,2,5,2,4,3,3,3,3,4,2,1,2,2,2,2,3,3,3,3,3,3,3,2,1,1,2,6666,1,6666,2,3,4,4,4,3,4,4,1700,2000,1700,1700,2500,1500,2,3,3,3,3,3,2,3,4,4,4,4,4,4,5,4,5,5,5,3,5,4,0.693379304463134,0.695550984249013,0.499568762741101,0.604720500482821,2,10,1,1,6,2,6,4,3,6,6,66,8,3,6,6,1,6,5,1,6,66,2,6,2,6,66,2,6,66,6,6,6,6,6,66,66,3,11,6,6,2,2,1,3,2,3,1,5,1,5,4,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,3,1,1,1,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,1,2,4,1,1,1,2,2,2,3,1,2,2,2,2,2,1,2,1,1,1,2,8,4,1,51,5,666,2,2019,3,111,9,7,2.11415291415382,"NA",1,2.27899856,"NA"
1363,5,5,1,1,5,2,7,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,4,2,4,2,4,3,4,3,2,6,4,4,3,3,2,3,4,2,1,1,2,2,2,1,1,3,3,1,1,1,3,1,2,2,6666,1,6666,3,3,4,3,1,3,3,4,1300,1400,1100,1900,1500,1400,1,3,3,3,2,3,3,4,2,4,5,4,5,4,5,4,4,5,5,3,5,4,0.733503627344981,0.889291917010051,0.772943610398114,0.860946961256049,1,12,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,6,5,1,1,5,2,6,2,1,1,5,6,5,6,6,6,6,6,66,6,66,9,1,6,3,1,1,1,2,3,1,1,2,4,5,3,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,9,3,2,1,1,1,2,2,2,3,1,1,2,2,2,1,2,2,2,2,1,2,3,2,2,2,2,3,2,1,1,1,5,1,2,2,1,2,1,3,1,1,7,1,1,41,4,6,4,2019,5,111,8,7,1.92344110036615,"NA",1,1.63271476,"NA"
1367,2,2,2,1,8,3,9,2,2,1,2,2,2,2,2,2,2,2,2,1,3,6666,3,2,4,2,4,3,5,4,2,2,6,4,0,3,3,3,3,3,2,1,2,2,2,1,1,1,2,3,1,3,4,4,1,2,1,1,6666,6666,4,5,5,3,1,3,4,3,1100,1300,1400,1400,1300,1100,2,3,3,2,2,3,3,4,4,9999,5,5,3,5,2,6,5,5,5,5,2,4,0.322515261809848,0.440850320217878,0.204850077994107,0.304592436084723,1,7,1,1,6,2,6,4,1,1,2,4,3,1,6,6,6,6,6,2,5,11,2,6,2,1,1,4,6,6,6,6,6,6,6,66,66,2,2,6,6,3,2,2,6,6,2,6,66,2,3,3,3,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,6,2,1,1,2,1,3,2,2,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,3,8,2,2,47,4,5,4,2019,8,111,9,7,3.70566299837335,"NA",3,1.750325818,"NA"
1368,5,5,2,1,1,3,9,1,2,1,2,2,1,1,1,2,2,2,1,2,2,2,1,1,4,3,5,2,4,4,4,1,8,4,1,4,3,3,3,3,2,1,2,2,2,2,2,1,1,1,1,3,2,2,1,1,3,6666,6666,1,3,1,4,3,3,2,3,2,1200,1000,1300,1200,1100,1000,1,2,3,2,3,3,2,2,4,4,4,5,3,3,5,2,5,5,5,2,1,3,0.190124735549081,0.527430341796924,0.613833568553656,0.478148582212942,1,13,1,1,6,2,6,4,1,1,2,6,1,6,6,6,6,6,7,2,3,8,6,6,1,1,1,1,1,1,6,6,1,1,6,66,66,5,9,6,6,4,2,2,6,6,2,6,66,1,4,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,12,7,2,2,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,4,1,3,2,4,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,2,6,3,3,47,4,5,5,2019,1,112,10,4,1.21813372840541,"NA",1,1.674601269,"NA"
1369,4,4,3,1,2,1,4,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,4,2,4,3,3,2,3,3,3,5,2,5,3,3,3,3,3,1,2,2,2,1,2,2,3,3,3,3,3,3,3,1,1,3,6666,6666,1,2,5,4,3,4,3,3,4,1100,1000,1200,1000,1100,1000,5,2,2,2,3,3,2,3,2,4,4,4,5,4,5,4,4,5,5,3,5,4,0.719736360660157,0.562673971223649,0.523888618362591,0.673996324510508,1,9,1,1,6,2,6,4,1,2,2,7,1,6,6,6,6,6,10,4,5,11,6,6,1,1,1,4,2,5,6,6,1,1,6,66,66,3,11,6,6,4,3,2,6,6,1,6,66,1,8,4,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,12,7,2,1,1,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,8,2,2,46,4,5,4,2019,2,111,7,5,0.742750222120161,"NA",1,0.782126046,"NA"
1370,3,3,4,2,5,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,5,5,2,5,2,4,2,1,2,3,0,3,3,3,3,2,3,3,2,1,1,1,2,2,3,2,2,3,4,3,3,3,2,2,2,6666,1,6666,2,6,4,5,3,3,3,3,1100,1100,1200,1200,1300,1100,5,2,2,2,2,3,2,3,2,9999,9999,2,3,3,4,1,6,5,5,2,7,2,0.914928649835346,0.91730463563374,0.872772628607743,0.819565378869787,2,9,1,1,6,2,6,4,1,1,2,7,1,6,6,2,6,6,11,5,5,11,6,2,1,2,3,1,2,5,6,6,1,2,1,1,66,6,9,6,6,5,2,2,6,6,2,6,66,1,7,3,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,11,3,1,1,1,1,2,1,2,3,2,6,6,6,6,6,6,6,6,6,2,3,4,1,1,1,1,4,5,2,1,3,1,1,2,1,2,2,2,2,2,2,4,1,3,32,3,4,4,2019,5,300,0,1,0.0352158526227101,"0,606279367471099",1,0.035905221,"0,450424066"
1372,5,5,2,2,7,3,6,1,2,1,1,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,4,2,3,1,4,2,3,3,2,4,3,3,3,3,4,2,2,2,2,1,2,2,2,2,2,3,3,2,3,1,2,1,1,6666,6666,2,3,5,5,4,4,4,4,1200,1000,1000,1200,2000,1300,5,3,3,3,3,3,3,3,3,3,2,2,4,4,4,5,5,5,5,5,5,3,0.731466426769448,0.798621314920358,0.718287898670936,0.718287898670936,2,12,1,1,6,2,6,7,3,6,6,66,6,6,6,6,1,6,7,2,6,66,2,6,2,6,66,6,6,66,6,6,6,6,6,66,2,66,4,1,6,2,1,1,2,2,1,6,66,1,4,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,9,4,1,2,2,1,2,2,2,4,2,6,6,6,6,6,6,6,6,6,3,2,3,1,4,2,1,2,6,2,2,1,2,2,1,2,2,2,1,2,1,3,5,4,1,41,4,666,2,2019,7,112,8,0,0.269109980358021,"0,478017395562737",1,0.411153757,"0,805343291"
1375,4,4,2,1,6,2,8888,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,2,5,2,3,1,4,3,3,5,3,7,3,3,2,3,3,2,1,1,1,2,2,2,1,2,4,2,4,3,2,1,1,1,2,6666,6666,3,2,5,3,4,4,5,5,1200,1300,1300,1400,1500,1500,4,3,3,3,3,3,3,4,2,3,3,4,5,3,6,2,5,5,7,4,5,5,0.880329941208675,0.322266386096173,0.476111381637409,0.484568996585866,1,11,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,7,2,2,6,6,6,1,7,77,2,1,66,6,6,1,1,6,66,66,4,1,6,6,2,1,2,6,6,3,2,4,1,3,5,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,2,2,9,5,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,4,1,2,2,4,2,1,1,1,1,1,1,4,2,1,2,2,2,1,2,1,4,4,4,1,61,6,666,3,2019,6,111,6,4,1.99344903070675,"NA",1,1.639989926,"NA"
1376,4,4,3,1,1,5,7,2,1,1,1,1,1,1,1,1,2,1,2,2,2,3,1,1,5,1,5,1,6,4,4,1,10,4,10,1,1,1,1,1,2,2,2,2,1,2,1,2,1,4,4,3,4,1,2,1,1,1,6666,6666,4,5,5,5,5,5,5,5,1300,1300,1500,1500,1450,1600,2,3,3,2,2,3,3,1,2,5,9999,5,4,5,7,1,7,7,7,1,4,1,0,0.169751583571611,0.340426395296694,0,1,10,1,1,6,2,6,1,3,6,6,66,3,2,6,6,6,6,10,4,6,66,2,6,2,6,66,5,6,66,6,6,6,6,6,66,5,66,8,4,6,1,1,1,1,2,3,2,4,2,2,4,1,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,6,5,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,5,2,2,3,6,1,1,1,5,1,1,2,2,2,1,4,2,4,5,5,5,36,3,666,1,2019,1,111,10,8,1.11866148784246,"NA",1,1.279667887,"NA"
1377,3,3,3,1,6,2,9,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,3,5,2,5,2,3,1,1,3,3,2,3,7,2,2,2,2,3,2,1,1,1,2,2,2,4,3,2,1,3,4,4,1,1,2,6666,1,6666,3,3,5,3,4,2,1,4,1200,1200,1200,1200,1400,1200,4,2,3,2,2,3,2,2,4,4,4,4,6,3,6,3,5,5,5,2,5,3,0.815206925106399,0.708750810644232,0.676240546481461,0.638153424175147,1,8,1,1,6,2,6,4,1,1,2,6,1,6,6,6,6,6,9,3,4,10,6,6,1,1,1,2,1,3,6,6,1,1,6,66,66,4,10,6,6,4,3,1,2,3,2,6,66,1,6,4,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,11,6,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,7,2,2,51,5,5,4,2019,6,300,0,0,0.856343876495989,"NA",1,0.739430598,"NA"
1378,6,7,1,1,8,2,7,2,2,2,1,2,2,2,2,2,2,2,2,1,3,6666,2,3,4,3,4,3,3,4,2,3,6,2,3,3,2,3,4,4,9999,1,2,2,2,2,2,2,3,2,3,3,2,3,2,2,2,6666,1,6666,1,3,5,4,3,3,4,4,1300,1150,1350,1200,1300,1100,3,2,3,3,3,3,2,4,9999,4,2,4,4,4,5,4,5,6,4,3,5,3,0.406255760146799,0.612243570080775,0.712083446816822,0.444342882453114,1,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,6,6,2,1,5,2,1,2,1,6,5,6,7,6,6,6,6,6,66,5,66,7,3,6,1,1,1,3,1,1,6,66,2,4,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,13,10,1,1,2,1,1,1,1,5,2,6,6,6,6,6,6,6,6,6,3,1,3,2,2,2,2,2,3,5,3,3,2,2,2,2,1,2,1,2,1,1,2,2,5,36,3,2,1,2019,1,111,10,8,7.97901757687121,"NA",1,3.45062085,"NA"
1379,5,5,3,2,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,5,5,2,5,3,3,6,4,4,3,8,2,8,3,4,3,4,9999,2,1,1,1,2,1,2,2,4,2,2,3,3,2,1,1,2,6666,1,6666,2,2,5,5,5,1,1,5,1200,1200,1200,1350,1600,1200,3,3,3,2,3,3,2,4,4,4,5,9999,4,4,4,5,5,4,6,3,6,4,0.829064290803848,0.77272646021426,0.832648305725895,0.832648305725895,2,12,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,7,2,6,66,6,6,1,6,66,3,2,66,6,6,1,1,6,66,66,5,5,6,6,1,1,1,2,1,1,6,66,2,4,5,5,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,9,8,2,1,2,1,1,2,2,3,1,2,2,2,2,2,2,2,2,1,1,2,3,2,1,2,2,2,2,2,3,1,4,2,2,1,2,2,1,2,1,3,8,2,3,51,5,666,1,2019,2,111,8,6,0.0651199036279341,"0,0929341991349664",1,0.142971688,"0,433176277"
1380,1,1,3,2,5,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,2,3,3,2,4,3,2,4,4,2,6,4,7,4,3,1,2,2,2,1,1,2,2,1,1,1,1,4,3,3,3,2,2,2,3,6666,6666,1,3,4,5,5,2,5,5,5,1300,1400,1200,1300,1700,1300,2,3,3,3,3,3,3,5,5,4,2,2,3,5,5,6,4,3,4,2,3,3,0.40555835252236,0.499292496169326,0.35857412466402,0.573804846914212,2,4,1,1,6,2,6,1,3,6,6,66,4,1,6,6,6,6,11,5,6,66,2,6,2,6,66,66,6,66,6,6,6,6,6,66,66,66,66,6,6,3,1,2,6,6,3,2,4,2,4,1,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,9,3,2,1,1,3,3,3,2,4,2,6,6,6,6,6,6,6,6,6,1,2,3,1,3,1,2,4,3,5,4,4,4,2,2,1,2,2,2,1,1,2,2,2,4,666,666,666,5,2019,1,111,10,8,4.10629839324631,"NA",1,1.133356581,"NA"
1381,4,4,3,2,1,3,5,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,5,2,4,3,3,3,3,2,3,2,2,5,4,3,3,3,3,2,2,2,2,1,2,2,3,3,2,2,2,2,3,1,2,2,6666,1,6666,2,3,4,4,4,3,3,4,1500,1500,1300,1300,1800,1500,9999,2,3,2,2,3,2,4,4,2,3,3,3,3,5,3,3,5,5,3,4,5,0.748821147269931,0.82602198374207,0.800086797674758,0.800086797674758,2,10,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,10,4,5,11,6,6,1,1,1,8,6,8,2,2,6,6,6,66,66,66,6,6,6,4,1,1,2,3,1,6,66,2,4,4,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,13,10,1,1,1,1,1,1,1,5,2,6,6,6,6,6,6,6,6,6,1,2,3,1,2,2,2,1,3,1,2,2,3,2,2,2,1,1,1,2,1,2,8,2,5,54,5,2,4,2019,1,111,10,8,1.29432205052924,"NA",1,1.943878075,"NA"
